,Domain,Phylum,Class,Order,Family,Genus,Species
TAX_202,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA11891,UBA11891 sp009886755
TAX_203,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3537,UBA3537 sp002684355
TAX_204,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3537,UBA3537 sp002690085
TAX_205,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA3537,UBA3537 sp002698705
TAX_206,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA724,UBA724 sp018672145
TAX_207,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA724,UBA724 sp902536935
TAX_208,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7428,UBA7428 sp002477625
TAX_209,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7428,UBA7428 sp002708445
TAX_210,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7428,UBA7428 sp003023645
TAX_211,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7428,UBA7428 sp018608425
TAX_212,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7428,UBA7428 sp905478905
TAX_213,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7446,UBA7446 sp002698745
TAX_214,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7446,UBA7446 sp002862645
TAX_215,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7446,UBA7446 sp009886265
TAX_216,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA8316,UBA8316 sp002171295
TAX_217,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA8316,UBA8316 sp002364535
TAX_218,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA8316,UBA8316 sp009936675
TAX_219,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA8316,UBA8316 sp018647605
TAX_220,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA8316,UBA8316 sp902584445
TAX_221,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sp002163855
TAX_222,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,GCA-002722245,GCA-002722245,GCA-002722245 sp002717515
TAX_223,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,GCA-002722245,GCA-002722245,GCA-002722245 sp905182585
TAX_224,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,TMED14,TMED14 sp002682945
TAX_225,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,UBA10364 sp002387615
TAX_226,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,UBA10364 sp002685435
TAX_227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,UBA10364,UBA10364 sp003045825
TAX_228,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,ASP10-05a,ASP10-05a sp000981645
TAX_229,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UA16,UA16 sp002323795
TAX_230,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UA16,UA16 sp002477505
TAX_231,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UA16,UA16 sp905479395
TAX_232,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA11663,UBA11663 sp002469765
TAX_233,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA8752,UBA8752 sp002336475
TAX_234,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA8752,UBA8752 sp905478795
TAX_235,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002292405
TAX_236,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002336655
TAX_237,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002700285
TAX_238,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,GCA-2723085,GCA-2723085 sp002723085
TAX_239,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,MED-G20,MED-G20 sp002686655
TAX_240,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,MED-G20,MED-G20 sp016780365
TAX_241,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,MED-G20,MED-G20 sp905182525
TAX_242,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA10066,UBA10066,UBA10066 sp018663635
TAX_243,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7312,GCA-2862585,GCA-2862585 sp002862585
TAX_244,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7312,GCA-2862585,GCA-2862585 sp016779935
TAX_245,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7312,JABAYQ01,JABAYQ01 sp018608925
TAX_246,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7430,MED-G21,MED-G21 sp002457305
TAX_247,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7430,UBA6772,UBA6772 sp002685115
TAX_248,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UBA7430,UBA6772,UBA6772 sp905182215
TAX_249,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,TMED-70,TMED-70,TMED-70 sp002699165
TAX_250,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1151,GCA-2730555,GCA-2730555 sp014239685
TAX_251,Bacteria,Chloroflexota,Dehalococcoidia,UBA1151,UBA1328,UBA1328,UBA1328 sp018649665
TAX_252,Bacteria,Chloroflexota,Dehalococcoidia,UBA2979,UBA2979,UBA2979,UBA2979 sp002701625
TAX_253,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Prochlorococcus,Prochlorococcus marinus str. MIT 9303
TAX_254,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Prochlorococcus,Prochlorococcus marinus str. NATL1A
TAX_255,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Prochlorococcus,Prochlorococcus marinus str. NATL2A
TAX_256,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Synechococcus,Synechococcus BL107
TAX_257,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Synechococcus,Synechococcus CC9311
TAX_258,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Synechococcus,Synechococcus CC9902
TAX_259,Bacteria,Cyanobacteria,Cyanobacteria_X,SubsectionI,FamilyI_I,Synechococcus,Synechococcus WH 8016
TAX_260,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003279445
TAX_261,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003284445
TAX_262,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_C,Prochlorococcus_C sp000760295
TAX_263,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000014585
TAX_264,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp000230675
TAX_265,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp002500205
TAX_266,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003210315
TAX_267,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp003210755
TAX_268,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp014279835
TAX_269,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_C,Synechococcus_C sp014279975
TAX_270,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_E,Synechococcus_E sp000012505
TAX_271,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_E,Synechococcus_E sp000153805
TAX_272,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_E,Synechococcus_E sp003208835
TAX_273,Bacteria,Cyanobacteria,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_E,Synechococcus_E sp016777265
TAX_274,Bacteria,Desulfobacterota_B,Binatia,UBA12015,UBA12015,UBA12015,UBA12015 sp003447545
TAX_275,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,Longimicrobiaceae,Longimicrobium,Longimicrobium sp902805735
TAX_276,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA2589,UBA2589 sp002500925
TAX_277,Bacteria,Latescibacterota,UBA2968,UBA8231,UBA8231,GCA-2724215,GCA-2724215 sp018672475
TAX_278,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa HTCC2155
TAX_279,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,TCS55,TCS55 sp014239505
TAX_280,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-002718655,GCA-002718655 sp002698235
TAX_281,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2691785,GCA-2691785 sp002691785
TAX_282,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,GCA-2722105,GCA-2722105 sp018692355
TAX_283,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,TMED80,TMED80 sp018645565
TAX_284,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,TMED80,TMED80 sp902559415
TAX_285,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,UBA1611,TMED80,TMED80 sp905478065
TAX_286,Bacteria,Marinisomatota,Marinisomatia,SCGC-AAA003-L08,D37C17,JABHHG01,JABHHG01 sp018671635
TAX_287,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,CAINDO01,CAINDO01 sp903847385
TAX_288,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus caerfyrddinensis
TAX_289,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,JABFXX01,JABFXX01 sp018058095
TAX_290,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,UBA2376,UBA2376 sp016707895
TAX_291,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,UBA2376,UBA2376 sp016717005
TAX_292,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,UBA2376,UBA2376 sp900696455
TAX_293,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,WYBA01,WYBA01 sp011526095
TAX_294,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Ga0077550,Ga0077550 sp001464385
TAX_295,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,Nannocystis exedens
TAX_296,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,Nannocystis sp016793465
TAX_297,Bacteria,Myxococcota,Polyangia,Polyangiales,Ga0077539,JACRDB01,JACRDB01 sp016218725
TAX_298,Bacteria,Myxococcota,Polyangia,Polyangiales,Ga0077539,SCUS01,SCUS01 sp016704445
TAX_299,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,CAIVJW01,CAIVJW01 sp903906315
TAX_300,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces apiculatus
TAX_301,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,JACRDA01,JACRDA01 sp016212965
TAX_302,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Minicystis,Minicystis rosea
TAX_303,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangium cellulosum_D
TAX_304,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangium cellulosum_E
TAX_305,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,Sorangium cellulosum_F
TAX_306,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus,Sandaracinus amylolyticus
TAX_307,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,GCA-2699025,GCA-2699025 sp002699025
TAX_308,Bacteria,Myxococcota,XYA12-FULL-58-9,XYA12-FULL-58-9,JABJBS01,JABJBS01,JABJBS01 sp018668695
TAX_309,Bacteria,Myxococcota_A,UBA796,UBA796,CAJQPC01,CAJQPC01,CAJQPC01 sp905480105
TAX_310,Bacteria,Myxococcota_A,UBA796,UBA796,UBA2385,JAEUKK01,JAEUKK01 sp016792625
TAX_311,Bacteria,Myxococcota_A,UBA796,UBA796,UBA796,UBA796,UBA796 sp002707085
TAX_312,Bacteria,Myxococcota_A,UBA9160,UBA9160,UBA4427,UBA4427,UBA4427 sp002390675
TAX_313,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,LS-NOB sp002705185
TAX_314,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitromaritima,Nitromaritima sp018647025
TAX_315,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,UBA8687 sp009873655
TAX_316,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,UBA8687 sp013349585
TAX_317,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,UBA8687,UBA8687 sp018665625
TAX_318,Bacteria,Planctomycetota,J058,J058,J058,J058,J058 sp003695705
TAX_319,Bacteria,Planctomycetota,MHYJ01,WSZJ01,JACPWG01,JACPWG01,JACPWG01 sp016197205
TAX_320,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,GCA-002718515 sp002689385
TAX_321,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA12014,UBA12014 sp002684755
TAX_322,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA12014,UBA12014 sp002690755
TAX_323,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA1668,UBA1668 sp002364555
TAX_324,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,UBA8087,UBA8087 sp002684315
TAX_325,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,CAJQPP01,CAJQPP01 sp905480235
TAX_326,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,JABAAE01,JABAAE01 sp014238905
TAX_327,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus sp011087765
TAX_328,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus sp011523945
TAX_329,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,Mariniblastus sp014237975
TAX_330,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002689655
TAX_331,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002690925
TAX_332,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002712845
TAX_333,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp002862205
TAX_334,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,Rubripirellula sp003513555
TAX_335,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,UBA721,UBA721 sp002698965
TAX_336,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,UBA721,UBA721 sp002705165
TAX_337,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,UBA721,UBA721 sp018658605
TAX_338,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp002862165
TAX_339,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp003509235
TAX_340,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp014238855
TAX_341,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp016776925
TAX_342,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp018694455
TAX_343,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA1268,UBA1268,UBA1268 sp905477565
TAX_344,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,UBA7805,UBA7805,UBA7805 sp002168195
TAX_345,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia,Fuerstia sp014238335
TAX_346,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JABMPE01,JABMPE01 sp013203845
TAX_347,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,JABMPE01,JABMPE01 sp016779365
TAX_348,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,GCA-2862085 sp016779205
TAX_349,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,GCA-2862085,GCA-2862085 sp905480285
TAX_350,Bacteria,Planctomycetota,UBA8108,UBA8108,SXIK01,JACQVW01,JACQVW01 sp016209535
TAX_351,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,CADCTG01,CADCTG01 sp902805645
TAX_352,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Hellea,Hellea sp018645985
TAX_353,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,GCA-002718135,AG-337-I02,AG-337-I02 sp018657885
TAX_354,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,GCA-002718135,AG-337-I02,AG-337-I02 sp902511405
TAX_355,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,GCA-002718135,AG-337-I02,AG-337-I02 sp902601455
TAX_356,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,HIMB59 sp002169365
TAX_357,Bacteria,Proteobacteria,Alphaproteobacteria,HIMB59,HIMB59,HIMB59,HIMB59 sp004321805
TAX_358,Bacteria,Proteobacteria,Alphaproteobacteria,Misc. Alphaproteobacteria,Environmental Alphaproteobacteria,Uncultured Alphaproteobacteria,Rhodobacterales bacterium HTCC2255
TAX_359,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA2964,WLWZ01,WLWZ01 sp012103315
TAX_360,Bacteria,Proteobacteria,Alphaproteobacteria,MPNO01,UBA830,UBA830,UBA830 sp905479125
TAX_361,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,RS24,UBA8337,UBA8337 sp018673175
TAX_362,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,RS24,UBA8337,UBA8337 sp900197605
TAX_363,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,CABYIR01,CABYIR01 sp902518955
TAX_364,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,AG-422-B15,CACCCN01,CACCCN01 sp016777745
TAX_365,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter giovannonii
TAX_366,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp000155895
TAX_367,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp001438335
TAX_368,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp003279685
TAX_369,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp014653375
TAX_370,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp014654265
TAX_371,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp014654455
TAX_372,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp016778675
TAX_373,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp902511185
TAX_374,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp902560815
TAX_375,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp902592985
TAX_376,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp902596045
TAX_377,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter sp905478565
TAX_378,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter ubique
TAX_379,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter ubique_C
TAX_380,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter,Pelagibacter ubique_L
TAX_381,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A,Pelagibacter_A sp003282965
TAX_382,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A,Pelagibacter_A sp014653835
TAX_383,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A,Pelagibacter_A sp014654415
TAX_384,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A,Pelagibacter_A sp902572345
TAX_385,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,SYDM01,SYDM01 sp016777565
TAX_386,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,AAA536-G10,AAA536-G10,AAA536-G10 sp003278095
TAX_387,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,AAA536-G10,AAA536-G10,AAA536-G10 sp016777705
TAX_388,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,JADHLI01,JADHLI01 sp016780775
TAX_389,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Puniceispirillum marinum
TAX_390,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,Puniceispirillum,Puniceispirillum sp018668795
TAX_391,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA3439,UBA3439 sp016780525
TAX_392,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA3439,UBA3439 sp017859295
TAX_393,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA3439,UBA3439 sp905182545
TAX_394,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA4588,UBA4588 sp002387605
TAX_395,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA5951,UBA5951 sp016779005
TAX_396,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309,UBA8309 sp002683535
TAX_397,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309,UBA8309 sp016780765
TAX_398,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_B,MED-G09,MED-G09,MED-G09 sp018658685
TAX_399,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp002387535
TAX_400,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp003447515
TAX_401,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp900197625
TAX_402,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,Ascidiaceihabitans sp002478745
TAX_403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,Ascidiaceihabitans sp018647275
TAX_404,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,Ascidiaceihabitans sp905182105
TAX_405,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CABZJG01,CABZJG01 sp002726375
TAX_406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CABZJG01,CABZJG01 sp902512685
TAX_407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CACIIZ01,CACIIZ01 sp002699695
TAX_408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CPC320,CPC320 sp002684375
TAX_409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter sp013215265
TAX_410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-002712045,GCA-002712045 sp002683355
TAX_411,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-002712045,GCA-002712045 sp002712045
TAX_412,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,GCA-2697345,GCA-2697345 sp002697345
TAX_413,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HTCC2150,HTCC2150 sp000169395
